,temp,location,clouds,pressure,rain,time_stamp,humidity,wind
60,45.98,Back Bay,0.99,1021.67,0.0,1680174000,0.9,5.58
61,45.98,Beacon Hill,0.99,1021.65,0.0,1680174000,0.9,5.64
62,46.11,Boston University,0.99,1021.67,0.0,1680174000,0.89,5.51
63,46.83,Financial District,0.99,1021.65,0.0,1680174000,0.87,5.68
64,45.94,Haymarket Square,0.99,1021.65,0.0,1680174000,0.9,5.69
65,45.97,North End,0.99,1021.64,0.0,1680174000,0.9,5.7
66,45.86,North Station,0.99,1021.64,0.0,1680174000,0.9,5.68
67,45.65,Northeastern University,0.99,1021.68,0.0,1680174000,0.91,5.53
68,45.68,Theatre District,0.99,1021.66,0.0,1680174000,0.91,5.64
69,45.78,West End,0.99,1021.65,0.0,1680174000,0.91,5.66
70,44.34,Back Bay,0.19,1029.99,0.0,1680174000,0.61,3.39
71,44.18,Beacon Hill,0.19,1029.99,0.0,1680174000,0.61,3.39
72,44.25,Boston University,0.2,1029.98,0.0,1680174000,0.61,3.38
73,44.53,Fenway,0.2,1029.98,0.0,1680174000,0.61,3.38
74,44.55,Financial District,0.18,1030.0,0.0,1680174000,0.6,3.4
75,44.37,Haymarket Square,0.19,1030.0,0.0,1680174000,0.61,3.4
76,44.37,North End,0.18,1030.0,0.0,1680174000,0.61,3.4
77,44.44,North Station,0.19,1029.99,0.0,1680174000,0.61,3.39
78,44.47,Theatre District,0.19,1029.99,0.0,1680174000,0.61,3.39
79,44.41,West End,0.19,1029.99,0.0,1680174000,0.61,3.39
80,40.01,Back Bay,0.95,1000.9,0.0,1680174000,0.81,6.46
81,39.78,Beacon Hill,0.95,1000.89,0.0,1680174000,0.81,6.44
82,40.15,Boston University,0.94,1000.91,0.0,1680174000,0.8,6.44
83,40.27,Fenway,0.94,1000.91,0.0,1680174000,0.8,6.47
84,39.89,Financial District,0.96,1000.89,0.0,1680174000,0.81,6.46
85,39.85,Haymarket Square,0.95,1000.89,0.0,1680174000,0.81,6.43
86,39.82,North End,0.96,1000.89,0.0,1680174000,0.81,6.43
87,39.92,North Station,0.95,1000.89,0.0,1680174000,0.81,6.42
88,40.17,Northeastern University,0.94,1000.91,0.0,1680174000,0.8,6.49
89,39.9,South Station,0.95,1000.9,0.0,1680174000,0.81,6.47
90,39.92,Theatre District,0.95,1000.9,0.0,1680174000,0.81,6.46
91,39.56,West End,0.95,1000.87,0.0,1680174000,0.81,6.49
92,38.59,Back Bay,0.75,996.83,0.0,1680166800,0.69,11.01
93,38.55,Beacon Hill,0.75,996.82,0.0,1680166800,0.69,11.05
94,38.62,Boston University,0.74,996.85,0.0,1680166800,0.69,10.84
95,38.35,Fenway,0.75,996.86,0.0,1680166800,0.7,10.9
96,38.0,Financial District,0.76,996.81,0.0,1680166800,0.71,11.17
97,38.52,Haymarket Square,0.75,996.8,0.0,1680166800,0.69,11.11
98,38.55,North End,0.75,996.8,0.0,1680166800,0.69,11.13
99,38.44,North Station,0.75,996.8,0.0,1680166800,0.69,11.07
100,38.32,Northeastern University,0.75,996.85,0.0,1680166800,0.7,10.99
101,37.94,South Station,0.76,996.81,0.0,1680166800,0.71,11.19
102,38.35,Theatre District,0.76,996.82,0.0,1680166800,0.7,11.12
103,38.39,West End,0.75,996.81,0.0,1680166800,0.69,11.06
104,36.33,Beacon Hill,0.29,1001.77,0.0,1680174000,0.69,10.03
105,37.0,Financial District,0.29,1001.76,0.0,1680174000,0.67,10.1
106,36.16,West End,0.29,1001.85,0.0,1680174000,0.7,10.01
107,36.78,Back Bay,0.42,1023.64,0.0,1680170400,0.76,2.47
108,36.74,Boston University,0.44,1023.65,0.0,1680170400,0.76,2.43
109,36.65,Fenway,0.44,1023.64,0.0,1680170400,0.76,2.43
110,35.54,Financial District,0.4,1023.64,0.0,1680170400,0.8,2.52
111,36.78,Haymarket Square,0.4,1023.64,0.0,1680170400,0.76,2.52
112,36.82,North End,0.4,1023.64,0.0,1680170400,0.76,2.53
113,36.74,North Station,0.4,1023.64,0.0,1680170400,0.76,2.51
114,36.68,Northeastern University,0.43,1023.64,0.0,1680170400,0.76,2.45
115,36.69,Theatre District,0.41,1023.64,0.0,1680170400,0.76,2.5
116,33.71,Back Bay,0.12,991.21,0.0,1680163200,0.82,5.36
117,33.67,Beacon Hill,0.12,991.2,0.0,1680163200,0.82,5.37
118,33.79,Boston University,0.13,991.22,0.0,1680163200,0.82,5.29
119,33.48,Fenway,0.13,991.22,0.0,1680163200,0.83,5.33
120,33.76,Financial District,0.12,991.2,0.0,1680163200,0.82,5.42
121,33.51,Haymarket Square,0.12,991.2,0.0,1680163200,0.83,5.39
122,33.54,North End,0.12,991.2,0.0,1680163200,0.83,5.4
123,33.46,North Station,0.12,991.2,0.0,1680163200,0.83,5.37
124,33.4,Northeastern University,0.13,991.22,0.0,1680163200,0.83,5.37
125,33.76,South Station,0.12,991.21,0.0,1680163200,0.82,5.43
126,33.38,Theatre District,0.12,991.21,0.0,1680163200,0.83,5.41
127,33.41,West End,0.12,991.2,0.0,1680163200,0.83,5.37
128,51.7,Beacon Hill,0.9,1021.3,0.0,1680174000,0.73,5.55
129,51.99,Fenway,0.92,1021.29,0.0,1680174000,0.73,5.41
130,52.14,Financial District,0.9,1021.3,0.0,1680174000,0.72,5.6
131,52.17,South Station,0.9,1021.29,0.0,1680174000,0.72,5.6
132,51.97,Theatre District,0.91,1021.29,0.0,1680174000,0.73,5.56
133,51.94,West End,0.9,1021.31,0.0,1680174000,0.73,5.57
134,25.4,Back Bay,0.76,1006.33,0.0,1680174000,0.52,17.96
135,25.7,Beacon Hill,0.8,1006.69,0.0,1680174000,0.53,17.88
136,25.5,Boston University,0.79,1006.25,0.0,1680174000,0.52,17.81
137,25.74,Financial District,0.77,1006.3,0.0,1680174000,0.52,18.11
138,25.37,Haymarket Square,0.77,1006.3,0.0,1680174000,0.53,18.16
139,25.42,North End,0.77,1006.29,0.0,1680174000,0.53,18.18
140,25.4,North Station,0.8,1006.2,0.0,1680174000,0.53,18.09
141,24.36,Northeastern University,0.69,1006.3,0.0,1680174000,0.54,17.84
142,25.67,South Station,0.77,1006.3,0.0,1680174000,0.52,18.08
143,25.13,Theatre District,0.77,1006.31,0.0,1680174000,0.53,18.04
144,25.18,West End,0.77,1006.31,0.0,1680174000,0.53,18.12
145,28.83,Back Bay,0.27,1021.48,0.0,1680170400,0.6,5.11
146,28.81,Beacon Hill,0.27,1021.48,0.0,1680170400,0.6,5.16
147,28.84,Boston University,0.27,1021.48,0.0,1680170400,0.6,5.02
148,28.66,Fenway,0.27,1021.48,0.0,1680170400,0.6,5.03
149,28.81,Financial District,0.28,1021.48,0.0,1680170400,0.6,5.21
150,28.82,Haymarket Square,0.28,1021.47,0.0,1680170400,0.6,5.22
151,28.86,North End,0.28,1021.47,0.0,1680170400,0.6,5.24
152,28.78,North Station,0.28,1021.47,0.0,1680170400,0.6,5.2
153,28.71,Northeastern University,0.27,1021.48,0.0,1680170400,0.6,5.06
154,28.83,South Station,0.28,1021.48,0.0,1680170400,0.6,5.2
155,28.76,Theatre District,0.28,1021.48,0.0,1680170400,0.6,5.17
156,28.72,West End,0.28,1021.47,0.0,1680170400,0.6,5.19
157,42.89,Boston University,0.98,1024.62,0.0,1680174000,0.88,5.93
158,42.66,West End,0.98,1024.61,0.0,1680174000,0.89,6.03
159,40.65,Back Bay,0.93,1013.76,0.0,1680159600,0.92,3.01
160,40.69,North End,0.93,1013.77,0.0,1680159600,0.92,3.02
161,40.46,Northeastern University,0.92,1013.75,0.0,1680159600,0.93,3.06
162,40.52,Theatre District,0.93,1013.76,0.0,1680159600,0.93,3.1
163,40.42,Beacon Hill,0.92,1013.8,0.0,1680159600,0.93,2.69
164,40.45,North End,0.92,1013.8,0.0,1680159600,0.93,2.71
165,40.35,North Station,0.92,1013.8,0.0,1680159600,0.93,2.66
166,40.16,Northeastern University,0.91,1013.79,0.0,1680159600,0.94,2.75
167,42.47,Back Bay,0.58,1007.66,0.0,1680166800,0.54,10.66
168,42.46,Beacon Hill,0.58,1007.66,0.0,1680166800,0.54,10.74
169,42.65,Boston University,0.59,1007.67,0.0,1680166800,0.54,10.55
170,42.32,Fenway,0.58,1007.67,0.0,1680166800,0.55,10.54
171,42.66,Financial District,0.58,1007.66,0.0,1680166800,0.54,10.8
172,42.44,Haymarket Square,0.58,1007.66,0.0,1680166800,0.54,10.81
173,42.48,North End,0.58,1007.66,0.0,1680166800,0.54,10.84
174,42.4,North Station,0.58,1007.66,0.0,1680166800,0.54,10.8
175,42.31,Northeastern University,0.58,1007.67,0.0,1680166800,0.55,10.59
176,42.64,South Station,0.58,1007.66,0.0,1680166800,0.54,10.79
177,42.33,Theatre District,0.58,1007.66,0.0,1680166800,0.55,10.74
178,42.35,West End,0.58,1007.66,0.0,1680166800,0.55,10.77
179,32.33,Back Bay,0.7,1033.66,0.0,1680170400,0.56,2.34
180,32.24,Beacon Hill,0.7,1033.66,0.0,1680170400,0.56,2.36
181,32.31,Fenway,0.7,1033.65,0.0,1680170400,0.56,2.31
182,32.28,Haymarket Square,0.69,1033.67,0.0,1680170400,0.56,2.38
183,32.31,North End,0.69,1033.67,0.0,1680170400,0.56,2.38
184,32.28,North Station,0.69,1033.67,0.0,1680170400,0.56,2.36
185,40.65,Boston University,0.94,1013.75,0.0,1680159600,0.92,2.67
186,40.54,Fenway,0.94,1013.75,0.0,1680159600,0.92,2.78
187,40.65,South Station,0.94,1013.76,0.0,1680159600,0.92,2.97
188,40.6,Theatre District,0.94,1013.76,0.0,1680159600,0.92,2.91
189,45.27,Beacon Hill,1.0,989.02,0.0,1680163200,0.93,1.56
190,30.02,Fenway,1.0,1003.18,0.0,1680174000,0.58,12.97
191,29.93,West End,1.0,1003.15,0.0,1680174000,0.59,13.08
192,30.1,Back Bay,1.0,1003.16,0.0,1680174000,0.58,13.04
193,30.01,Beacon Hill,1.0,1003.16,0.0,1680174000,0.59,13.07
194,30.09,Boston University,1.0,1003.18,0.0,1680174000,0.58,12.92
195,30.16,Financial District,1.0,1003.15,0.0,1680174000,0.58,13.16
196,30.03,Haymarket Square,1.0,1003.15,0.0,1680174000,0.59,13.12
197,30.07,North End,1.0,1003.15,0.0,1680174000,0.58,13.14
198,30.0,North Station,1.0,1003.15,0.0,1680174000,0.59,13.09
199,29.99,Northeastern University,1.0,1003.17,0.0,1680174000,0.59,13.03
200,30.14,South Station,1.0,1003.15,0.0,1680174000,0.58,13.17
201,29.94,Theatre District,1.0,1003.15,0.0,1680174000,0.59,13.12
202,40.59,North Station,0.93,1013.77,0.0,1680159600,0.92,2.95
203,40.46,Northeastern University,0.92,1013.75,0.0,1680159600,0.93,3.06
204,33.4,Back Bay,0.14,991.21,0.0,1680163200,0.83,5.65
205,33.37,Beacon Hill,0.14,991.2,0.0,1680163200,0.83,5.65
206,33.52,Boston University,0.14,991.21,0.0,1680163200,0.83,5.57
207,33.15,Fenway,0.14,991.22,0.0,1680163200,0.84,5.61
208,33.58,Financial District,0.14,991.2,0.0,1680163200,0.82,5.71
209,33.18,Haymarket Square,0.14,991.19,0.0,1680163200,0.84,5.68
210,33.21,North End,0.14,991.19,0.0,1680163200,0.84,5.69
211,33.13,North Station,0.14,991.19,0.0,1680163200,0.84,5.66
212,33.05,Northeastern University,0.14,991.22,0.0,1680163200,0.84,5.65
213,33.58,South Station,0.14,991.2,0.0,1680163200,0.82,5.72
214,33.04,Theatre District,0.14,991.2,0.0,1680163200,0.84,5.69
215,33.07,West End,0.14,991.19,0.0,1680163200,0.84,5.66
216,46.71,Back Bay,0.91,1022.17,0.0,1680174000,0.89,3.93
217,46.62,Beacon Hill,0.91,1022.17,0.0,1680174000,0.89,3.96
218,46.4,Boston University,0.91,1022.17,0.0,1680174000,0.9,3.98
219,46.86,Fenway,0.91,1022.16,0.0,1680174000,0.89,3.93
220,46.84,Financial District,0.92,1022.16,0.0,1680174000,0.89,3.92
221,46.85,Haymarket Square,0.91,1022.17,0.0,1680174000,0.88,3.97
222,46.85,North End,0.92,1022.17,0.0,1680174000,0.88,3.97
223,46.92,North Station,0.91,1022.17,0.0,1680174000,0.88,3.99
224,46.88,Northeastern University,0.92,1022.16,0.0,1680174000,0.89,3.89
225,46.85,South Station,0.92,1022.16,0.0,1680174000,0.89,3.89
226,46.87,Theatre District,0.92,1022.16,0.0,1680174000,0.89,3.91
227,46.88,West End,0.91,1022.17,0.0,1680174000,0.88,3.98
228,41.98,Fenway,0.88,1021.54,0.0,1680174000,0.71,7.22
229,42.12,South Station,0.87,1021.56,0.0,1680174000,0.71,7.42
230,41.96,West End,0.87,1021.58,0.0,1680174000,0.71,7.29
231,35.65,Financial District,0.14,991.55,0.0,1680163200,0.77,6.55
232,34.94,Haymarket Square,0.14,991.54,0.0,1680163200,0.79,6.52
233,41.01,Back Bay,0.65,1023.18,0.0,1680170400,0.63,1.79
234,40.96,Beacon Hill,0.64,1023.18,0.0,1680170400,0.63,1.78
235,41.09,Boston University,0.65,1023.18,0.0,1680170400,0.63,1.79
236,40.93,Fenway,0.65,1023.17,0.0,1680170400,0.63,1.8
237,41.37,Financial District,0.64,1023.18,0.0,1680170400,0.62,1.78
238,40.94,Haymarket Square,0.64,1023.18,0.0,1680170400,0.63,1.77
239,40.96,North End,0.63,1023.18,0.0,1680170400,0.63,1.77
240,40.92,North Station,0.63,1023.18,0.0,1680170400,0.63,1.77
241,40.9,Northeastern University,0.66,1023.17,0.0,1680170400,0.63,1.81
242,41.35,South Station,0.65,1023.18,0.0,1680170400,0.62,1.79
243,40.87,Theatre District,0.65,1023.18,0.0,1680170400,0.63,1.79
244,40.88,West End,0.64,1023.18,0.0,1680170400,0.63,1.77
245,33.49,Back Bay,0.41,991.97,0.0,1680163200,0.84,6.74
246,33.22,Fenway,0.41,991.99,0.0,1680163200,0.84,6.69
247,33.29,Haymarket Square,0.4,991.95,0.0,1680163200,0.84,6.79
248,33.09,Northeastern University,0.41,991.99,0.0,1680163200,0.85,6.74
249,34.11,South Station,0.4,991.97,0.0,1680163200,0.82,6.83
250,33.08,Theatre District,0.4,991.97,0.0,1680163200,0.85,6.8
251,44.29,Back Bay,1.0,998.12,0.0113,1680159600,0.89,14.24
252,44.28,Beacon Hill,1.0,998.13,0.011,1680159600,0.89,14.34
253,44.37,Boston University,1.0,998.14,0.0073,1680159600,0.89,14.08
254,44.03,Fenway,1.0,998.12,0.0107,1680159600,0.9,14.1
255,43.3,Financial District,1.0,998.65,0.016,1680159600,0.9,10.17
256,44.18,Haymarket Square,1.0,998.13,0.0117,1680159600,0.89,14.44
257,43.12,North End,1.0,998.67,0.012,1680159600,0.91,10.21
258,44.09,North Station,1.0,998.14,0.0097,1680159600,0.9,14.41
259,43.99,Northeastern University,1.0,998.11,0.0127,1680159600,0.9,14.16
260,44.64,South Station,1.0,998.11,0.018,1680159600,0.88,14.42
261,43.06,Theatre District,1.0,998.65,0.0147,1680159600,0.91,10.15
262,44.04,West End,1.0,998.14,0.0103,1680159600,0.9,14.38
263,41.27,Back Bay,0.27,1032.07,0.0,1680174000,0.66,4.26
264,41.2,Beacon Hill,0.27,1032.08,0.0,1680174000,0.66,4.28
265,41.35,Boston University,0.27,1032.06,0.0,1680174000,0.66,4.24
266,40.88,Financial District,0.27,1032.08,0.0,1680174000,0.67,4.29
267,41.16,North Station,0.26,1032.08,0.0,1680174000,0.66,4.31
268,41.49,Northeastern University,0.27,1032.07,0.0,1680174000,0.66,4.23
269,40.99,South Station,0.27,1032.08,0.0,1680174000,0.67,4.28
270,41.3,Theatre District,0.27,1032.08,0.0,1680174000,0.66,4.27
271,41.14,West End,0.27,1032.08,0.0,1680174000,0.66,4.3
272,45.49,Back Bay,0.98,1012.84,0.0,1680159600,0.86,6.09
273,45.49,Boston University,0.98,1012.84,0.0,1680159600,0.86,5.91
274,45.58,Fenway,0.98,1012.84,0.0,1680159600,0.86,5.97
275,45.47,Haymarket Square,0.98,1012.83,0.0,1680159600,0.86,6.22
276,45.5,North End,0.98,1012.83,0.0,1680159600,0.86,6.25
277,45.5,North Station,0.98,1012.83,0.0,1680159600,0.86,6.18
278,45.66,Northeastern University,0.98,1012.85,0.0,1680159600,0.85,6.05
279,45.57,South Station,0.98,1012.84,0.0,1680159600,0.85,6.27
280,45.59,Theatre District,0.98,1012.84,0.0,1680159600,0.85,6.2
281,45.49,West End,0.98,1012.83,0.0,1680159600,0.86,6.16
282,38.61,Back Bay,0.96,1017.24,0.0,1680166800,0.65,3.26
283,38.59,Beacon Hill,0.96,1017.24,0.0,1680166800,0.65,3.2
284,38.58,Boston University,0.96,1017.24,0.0,1680166800,0.65,3.37
285,38.42,Fenway,0.96,1017.24,0.0,1680166800,0.66,3.36
286,39.7,Financial District,0.96,1017.23,0.0,1680166800,0.63,3.15
287,38.61,Haymarket Square,0.96,1017.23,0.0,1680166800,0.65,3.15
288,38.65,North End,0.96,1017.23,0.0,1680166800,0.65,3.13
289,38.57,North Station,0.96,1017.24,0.0,1680166800,0.65,3.16
290,38.46,Northeastern University,0.96,1017.24,0.0,1680166800,0.66,3.31
291,39.71,South Station,0.96,1017.23,0.0,1680166800,0.63,3.15
292,38.54,Theatre District,0.96,1017.24,0.0,1680166800,0.65,3.19
293,38.52,West End,0.96,1017.24,0.0,1680166800,0.66,3.18
294,40.67,Back Bay,0.83,994.09,0.0,1680163200,0.63,9.24
295,40.64,Beacon Hill,0.83,994.08,0.0,1680163200,0.63,9.24
296,40.63,Boston University,0.83,994.1,0.0,1680163200,0.63,9.16
297,41.42,Financial District,0.84,994.07,0.0,1680163200,0.61,9.3
298,40.76,Haymarket Square,0.84,994.07,0.0,1680163200,0.63,9.26
299,40.81,North End,0.84,994.06,0.0,1680163200,0.63,9.27
300,40.78,North Station,0.83,994.07,0.0,1680163200,0.63,9.24
301,40.78,Northeastern University,0.84,994.1,0.0,1680163200,0.63,9.25
302,41.46,South Station,0.84,994.07,0.0,1680163200,0.61,9.31
303,40.86,Theatre District,0.84,994.08,0.0,1680163200,0.63,9.29
304,40.73,West End,0.83,994.07,0.0,1680163200,0.63,9.24
305,44.09,Back Bay,0.99,1005.3,0.1577,1680159600,0.9,11.25
306,44.11,Beacon Hill,0.99,1005.33,0.1881,1680159600,0.9,11.3
307,44.07,Boston University,0.99,1005.27,0.1301,1680159600,0.9,11.13
308,43.87,Fenway,0.99,1005.25,0.1231,1680159600,0.91,11.15
309,44.87,Financial District,0.99,1005.34,0.2125,1680159600,0.87,11.38
310,44.12,Haymarket Square,0.99,1005.36,0.2232,1680159600,0.9,11.37
311,44.17,North End,0.99,1005.37,0.2349,1680159600,0.9,11.39
312,44.07,North Station,0.99,1005.36,0.2178,1680159600,0.9,11.35
313,43.88,Northeastern University,0.99,1005.26,0.1303,1680159600,0.91,11.2
314,44.84,South Station,0.99,1005.33,0.204,1680159600,0.88,11.38
315,43.99,Theatre District,0.99,1005.32,0.1872,1680159600,0.9,11.33
316,44.01,West End,0.99,1005.35,0.2043,1680159600,0.9,11.33
317,31.41,Beacon Hill,0.83,1034.67,0.0,1680170400,0.64,2.32
318,31.35,Boston University,0.83,1034.67,0.0,1680170400,0.63,2.3
319,32.7,Financial District,0.84,1034.68,0.0,1680170400,0.61,2.36
320,30.98,Northeastern University,0.84,1034.67,0.0,1680170400,0.65,2.35
321,31.12,Theatre District,0.84,1034.67,0.0,1680170400,0.65,2.35
322,31.18,West End,0.83,1034.68,0.0,1680170400,0.64,2.31
323,38.84,Back Bay,1.0,1005.53,0.0,1680174000,0.9,10.93
324,38.85,Beacon Hill,1.0,1005.54,0.0,1680174000,0.9,11.01
325,38.77,Boston University,1.0,1005.57,0.0,1680174000,0.9,10.69
326,38.6,Fenway,1.0,1005.54,0.0,1680174000,0.91,10.76
327,39.65,Financial District,1.0,1005.51,0.0,1680174000,0.88,11.17
328,38.86,Haymarket Square,1.0,1005.53,0.0,1680174000,0.9,11.11
329,38.91,North End,1.0,1005.53,0.0,1680174000,0.9,11.15
330,38.77,North Station,1.0,1005.54,0.0,1680174000,0.91,11.06
331,38.65,Northeastern University,1.0,1005.53,0.0,1680174000,0.91,10.88
332,39.63,South Station,1.0,1005.5,0.0,1680174000,0.88,11.18
333,38.74,Theatre District,1.0,1005.51,0.0,1680174000,0.91,11.09
334,38.71,West End,1.0,1005.54,0.0,1680174000,0.91,11.03
335,21.25,Back Bay,0.3,1028.28,0.0,1680170400,0.55,4.88
336,21.17,Beacon Hill,0.29,1028.29,0.0,1680170400,0.56,4.93
337,21.07,Boston University,0.31,1028.29,0.0,1680170400,0.55,4.73
338,21.17,Fenway,0.31,1028.28,0.0,1680170400,0.55,4.77
339,21.22,Haymarket Square,0.29,1028.29,0.0,1680170400,0.56,5.0
340,21.25,North End,0.29,1028.29,0.0,1680170400,0.56,5.03
341,21.16,North Station,0.29,1028.29,0.0,1680170400,0.56,4.97
342,21.27,Northeastern University,0.31,1028.27,0.0,1680170400,0.55,4.85
343,21.3,Theatre District,0.3,1028.28,0.0,1680170400,0.56,4.98
344,21.14,West End,0.29,1028.29,0.0,1680170400,0.56,4.95
345,40.52,Back Bay,1.0,1014.17,0.0,1680159600,0.91,1.29
346,40.51,North Station,1.0,1014.18,0.0,1680159600,0.92,1.35
347,40.46,Theatre District,1.0,1014.17,0.0,1680159600,0.92,1.35
348,38.82,Back Bay,0.76,996.84,0.0,1680166800,0.7,9.72
349,38.77,Beacon Hill,0.75,996.83,0.0,1680166800,0.7,9.74
350,38.82,Boston University,0.76,996.86,0.0,1680166800,0.7,9.6
351,38.74,Fenway,0.75,996.99,0.0,1680166800,0.7,9.63
352,37.2,Financial District,0.74,996.95,0.0,1680166800,0.75,9.79
353,38.77,Haymarket Square,0.75,996.82,0.0,1680166800,0.7,9.78
354,38.79,North End,0.75,996.82,0.0,1680166800,0.7,9.8
355,38.74,North Station,0.75,996.82,0.0,1680166800,0.7,9.75
356,38.66,Northeastern University,0.76,996.85,0.0,1680166800,0.7,9.72
357,37.11,South Station,0.75,996.83,0.0,1680166800,0.75,9.84
358,38.66,Theatre District,0.75,996.83,0.0,1680166800,0.7,9.8
359,38.69,West End,0.75,996.83,0.0,1680166800,0.7,9.75
360,36.91,Back Bay,0.53,1002.84,0.0,1680166800,0.7,9.46
361,36.87,Beacon Hill,0.54,1002.83,0.0,1680166800,0.7,9.47
362,37.06,Boston University,0.53,1002.85,0.0,1680166800,0.69,9.37
363,36.66,Fenway,0.52,1002.85,0.0,1680166800,0.7,9.42
364,36.92,Financial District,0.54,1002.82,0.0,1680166800,0.7,9.54
365,36.68,Haymarket Square,0.54,1002.82,0.0,1680166800,0.7,9.5
366,36.7,North End,0.55,1002.82,0.0,1680166800,0.7,9.52
367,36.62,North Station,0.55,1002.82,0.0,1680166800,0.71,9.48
368,36.54,Northeastern University,0.52,1002.84,0.0,1680166800,0.71,9.47
369,36.91,South Station,0.54,1002.82,0.0,1680166800,0.7,9.55
370,36.52,Theatre District,0.54,1002.83,0.0,1680166800,0.71,9.52
371,36.57,West End,0.54,1002.83,0.0,1680166800,0.71,9.47
372,50.52,Back Bay,0.86,1022.08,0.0,1680174000,0.79,2.33
373,50.52,Beacon Hill,0.85,1022.08,0.0,1680174000,0.79,2.32
